007.qq.com	61.129.7.119
proxy.t.qq.com	123.151.190.184
proxy.vip.qq.com	14.215.138.24
proxy.video.qq.com	59.37.97.21
proxy.z.qq.com	61.151.168.204
q.114.qq.com	183.3.225.108
q.4g.qq.com	61.151.168.204
q.3g.qq.com	61.151.168.204
q.act.qq.com	101.226.211.171
q.b.qq.com	183.61.38.179
q.bz.qq.com	61.151.166.139, 61.151.166.146
proxy.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
q.docs.qq.com	61.129.7.26
q.exmail.qq.com	14.17.42.118, 59.37.96.29
q.fm.qq.com	101.226.76.191
q.jy.qq.com	61.151.168.204
q.ke.qq.com	14.17.41.213
q.lady.qq.com	180.163.26.39
q.mail.qq.com	14.17.19.106
q.m.qq.com	101.227.131.64
q.mgc.qq.com	113.96.208.183
q.photo.qq.com	14.18.245.169
q.pay.qq.com	180.163.26.30, 61.151.206.109
q.z.qq.com	61.151.168.204
r.114.qq.com	183.3.225.108
r.4g.qq.com	61.151.168.204
r.act.qq.com	101.226.211.171
r.b.qq.com	180.163.21.58
q.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
r.bz.qq.com	61.151.166.139, 61.151.166.146
r.connect.qq.com	183.61.46.170
r.docs.qq.com	61.129.7.26
r.fm.qq.com	101.226.76.191
r.exmail.qq.com	14.17.42.118, 59.37.96.29
r.jy.qq.com	61.151.168.204
r.ke.qq.com	14.17.41.213
r.m.qq.com	101.227.131.64
r.lady.qq.com	180.163.26.39
r.mail.qq.com	101.227.130.70
r.now.qq.com	180.163.21.180
r.photo.qq.com	14.18.245.169
r.t.qq.com	101.89.15.177
r.tu.qq.com	14.17.32.235
r.vip.qq.com	14.215.138.24
r.yun.qq.com	183.57.48.12
res.114.qq.com	183.3.225.108
res.9.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
r.z.qq.com	61.151.168.204
res.4g.qq.com	61.151.168.204
res.3g.qq.com	101.227.160.45, 61.151.168.159
res.app.qq.com	101.227.131.64
res.act.qq.com	101.226.211.171
res.108.qq.com	115.231.37.204, 115.231.37.249
res.b.qq.com	183.61.38.179
res.bz.qq.com	61.151.166.139, 61.151.166.146
r.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
res.docs.qq.com	61.129.7.26
res.exmail.qq.com	14.17.42.118, 59.37.96.29
res.fm.qq.com	101.226.76.191
res.ke.qq.com	14.17.41.213
res.mail.qq.com	101.226.76.183, 61.151.186.29
res.lady.qq.com	180.163.26.39
res.jy.qq.com	61.151.168.204
res.m.qq.com	101.227.131.64
res.photo.qq.com	14.18.245.169
res.rl.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
res.tu.qq.com	180.101.153.103, 58.49.137.107
res.wx.qq.com	180.153.105.180, 180.153.105.254
res.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
res.z.qq.com	61.151.168.204
s.4g.qq.com	61.151.168.204
s.114.qq.com	183.3.225.108
s.3g.qq.com	61.151.168.204
s.act.qq.com	101.226.211.171
s.b.qq.com	101.226.76.228
res.zt.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
s.bz.qq.com	61.151.166.139, 61.151.166.146
s.dc.qq.com	14.215.138.55
s.connect.qq.com	14.215.138.26
s.docs.qq.com	61.129.7.26
s.fm.qq.com	101.226.76.191
s.exmail.qq.com	14.17.42.118, 59.37.96.29
s.ke.qq.com	14.17.41.213
s.lady.qq.com	180.163.26.39
s.jy.qq.com	61.151.168.204
s.m.qq.com	101.227.131.64
s.map.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
s.music.qq.com	183.3.225.63
s.om.qq.com	61.151.224.32
s.pc.qq.com	180.153.105.195
s.p.qq.com	14.215.158.27
s.photo.qq.com	14.18.245.169
s.studio.qq.com	101.227.216.183, 114.80.149.185, 114.80.149.187, 180.153.99.246, 180.97.146.96, 58.211.85.125
s.video.qq.com	14.18.245.202
s.v.qq.com	123.151.71.46
s.y.qq.com	183.3.234.190
s.z.qq.com	61.151.168.204
s.yun.qq.com	183.57.48.12, 183.57.48.17, 183.57.48.18
s1.114.qq.com	183.3.225.108
s1.4g.qq.com	61.151.168.204
s1.3g.qq.com	61.151.168.204
s1.b.qq.com	183.61.38.179
s.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
s1.bz.qq.com	61.151.166.139, 61.151.166.146
s1.exmail.qq.com	14.17.42.118, 59.37.96.29
s1.fm.qq.com	101.226.76.191
s1.docs.qq.com	61.129.7.26
s1.lady.qq.com	180.163.26.39
s1.ke.qq.com	14.17.41.213
s1.jy.qq.com	61.151.168.204
s1.m.qq.com	101.227.131.64
s1.mail.qq.com	14.17.19.106
s1.sl.qq.com	61.151.186.50
s1.photo.qq.com	113.96.232.139, 113.96.232.140, 58.60.9.103, 58.60.9.105, 58.60.9.106, 58.60.9.107, 58.60.9.109, 58.60.9.11, 59.37.96.166, 59.37.96.167, 59.37.96.168, 59.37.96.40, 59.37.96.49, 59.37.97.89, 59.37.97.90, 59.37.97.92
s1.z.qq.com	61.151.168.204
s2.114.qq.com	183.3.225.108
s2.3g.qq.com	61.151.168.204
s2.4g.qq.com	61.151.168.204
s2.act.qq.com	101.226.211.171
s2.b.qq.com	183.61.38.179
s1.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
s2.bz.qq.com	61.151.166.139, 61.151.166.146
s2.docs.qq.com	61.129.7.26
s2.exmail.qq.com	14.17.42.118, 59.37.96.29
s2.fm.qq.com	101.226.76.191
s2.jy.qq.com	61.151.168.204
s2.ke.qq.com	14.17.41.213
s2.lady.qq.com	180.163.26.39
s2.mail.qq.com	14.17.19.106
s2.m.qq.com	101.227.131.64
s2.photo.qq.com	113.96.232.139, 113.96.232.140, 58.60.9.107, 58.60.9.109, 58.60.9.11, 59.37.96.40, 59.37.96.45, 59.37.96.46, 59.37.96.47, 59.37.96.48, 59.37.96.49, 59.37.97.88, 59.37.97.89, 59.37.97.90, 59.37.97.91, 59.37.97.92
s2.sl.qq.com	61.151.186.50
s2.z.qq.com	61.151.168.204
s3.114.qq.com	183.3.225.108
s3.4g.qq.com	61.151.168.204
s3.b.qq.com	183.61.38.179
s2.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
s3.docs.qq.com	61.129.7.26
s3.exmail.qq.com	14.17.42.118, 59.37.96.29
s3.fm.qq.com	101.226.76.191
s3.bz.qq.com	61.151.166.139, 61.151.166.146
s3.jy.qq.com	61.151.168.204
s3.ke.qq.com	14.17.41.213
s3.lady.qq.com	180.163.26.39
s3.m.qq.com	101.227.131.64
s3.mail.qq.com	14.17.19.106
s3.photo.qq.com	113.96.232.139, 113.96.232.140, 58.60.9.11, 59.37.96.166, 59.37.96.167, 59.37.96.40, 59.37.96.45, 59.37.96.46, 59.37.96.47, 59.37.96.48, 59.37.96.49, 59.37.97.88, 59.37.97.89, 59.37.97.90, 59.37.97.91, 59.37.97.92
s3.sl.qq.com	61.151.186.50
s3.z.qq.com	61.151.168.204
s3.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
sandbox.114.qq.com	183.3.225.108
sandbox.act.qq.com	101.226.211.171
sandbox.3g.qq.com	61.151.168.204
sandbox.4g.qq.com	61.151.168.204
sandbox.b.qq.com	183.61.38.179
sandbox.bz.qq.com	61.151.166.139, 61.151.166.146
sandbox.docs.qq.com	61.129.7.26
sandbox.exmail.qq.com	14.17.42.118, 59.37.96.29
sandbox.fm.qq.com	101.226.76.191
sandbox.jy.qq.com	61.151.168.204
sandbox.ke.qq.com	14.17.41.213
sandbox.lady.qq.com	180.163.26.39
sandbox.mail.qq.com	14.17.19.106
sandbox.m.qq.com	101.227.131.64
sandbox.mall.qq.com	101.91.63.139
sandbox.photo.qq.com	14.18.245.169
sandbox.pay.qq.com	14.215.140.54, 183.3.235.71
scanner.3g.qq.com	61.151.168.204
sandbox.z.qq.com	61.151.168.204
scanner.4g.qq.com	61.151.168.204
scanner.114.qq.com	183.3.225.108
scanner.act.qq.com	101.226.211.171
scanner.b.qq.com	183.61.38.179
scanner.bz.qq.com	61.151.166.139, 61.151.166.146
sandbox.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
scanner.docs.qq.com	61.129.7.26
scanner.exmail.qq.com	14.17.42.118, 59.37.96.29
scanner.fm.qq.com	101.226.76.191
scanner.ke.qq.com	14.17.41.213
scanner.jy.qq.com	61.151.168.204
scanner.lady.qq.com	180.163.26.39
scanner.m.qq.com	101.227.131.64
scanner.mail.qq.com	14.17.19.106
scanner.photo.qq.com	14.18.245.169
scanner.z.qq.com	61.151.168.204
scanner.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
search.3g.qq.com	61.151.168.204
search.114.qq.com	183.3.225.108
search.4g.qq.com	61.151.168.204
search.act.qq.com	101.226.211.171
search.b.qq.com	183.61.38.179
search.docs.qq.com	61.129.7.26
search.exmail.qq.com	14.17.42.118, 59.37.96.29
search.fm.qq.com	101.226.76.191
search.bz.qq.com	61.151.166.139, 61.151.166.146
search.jy.qq.com	61.151.168.204
search.ke.qq.com	14.17.41.213
search.m.qq.com	101.227.131.64
search.lady.qq.com	180.163.26.39
search.map.qq.com	101.227.131.64
search.mail.qq.com	14.17.19.106
search.photo.qq.com	14.18.245.169
search.reader.qq.com	101.226.76.186
search.t.qq.com	101.89.15.177
search.tuan.qq.com	14.17.32.249
search.weixin.qq.com	101.227.162.155, 180.163.25.147
service.4g.qq.com	61.151.168.204
search.z.qq.com	61.151.168.204
service.act.qq.com	101.226.211.171
service.114.qq.com	183.3.225.108
service.3g.qq.com	61.151.168.204
service.b.qq.com	183.61.38.179
service.bz.qq.com	61.151.166.139, 61.151.166.146
search.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
service.docs.qq.com	61.129.7.26
service.doctor.qq.com	101.227.143.74
service.exmail.qq.com	183.57.48.35
service.file.qq.com	61.151.168.204
service.fm.qq.com	101.226.76.191
service.jy.qq.com	61.151.168.204
service.lady.qq.com	180.163.26.39
service.mail.qq.com	183.57.48.35
service.mkt.qq.com	101.227.131.64
service.om.qq.com	101.226.211.231
service.ke.qq.com	14.17.41.213
service.photo.qq.com	14.18.245.169
service.m.qq.com	101.227.131.64
service.z.qq.com	61.151.168.204
share.114.qq.com	183.3.225.108
share.4g.qq.com	61.151.168.204
share.3g.qq.com	61.151.168.204
share.act.qq.com	101.226.211.171
share.app.qq.com	101.227.131.64
share.b.qq.com	183.61.38.179
service.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
share.bz.qq.com	61.151.166.139, 61.151.166.146
share.docs.qq.com	61.129.7.26
share.exmail.qq.com	14.17.42.118, 59.37.96.29
share.fm.qq.com	101.226.76.191
share.jy.qq.com	61.151.168.204
share.ke.qq.com	14.17.41.213
share.kg.qq.com	61.129.7.31
share.lady.qq.com	180.163.26.39
share.mail.qq.com	14.17.19.106
share.m.qq.com	101.227.131.64
share.map.qq.com	101.227.143.10, 180.163.25.36
share.mp.qq.com	183.57.48.90
share.music.qq.com	219.133.60.232
share.photo.qq.com	14.18.245.169
share.y.qq.com	180.163.26.40
share.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
share.z.qq.com	61.151.168.204
sms.4g.qq.com	61.151.168.204
sms.114.qq.com	183.3.225.108
sms.act.qq.com	101.226.211.171
sms.b.qq.com	183.61.38.179
sms.bz.qq.com	61.151.166.139, 61.151.166.146
sms.docs.qq.com	61.129.7.26
sms.exmail.qq.com	14.17.42.118, 59.37.96.29
sms.fm.qq.com	101.226.76.191
sms.ke.qq.com	14.17.41.213
sms.jy.qq.com	61.151.168.204
sms.mail.qq.com	14.17.19.106
sms.m.qq.com	101.227.131.64
sms.lady.qq.com	180.163.26.39
sms.photo.qq.com	14.18.245.169
sms.z.qq.com	61.151.168.204
sms.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
so.act.qq.com	101.226.211.171
so.114.qq.com	183.3.225.108
so.3g.qq.com	61.151.168.204
so.4g.qq.com	61.151.168.204
so.b.qq.com	183.61.38.179
so.bz.qq.com	61.151.166.139, 61.151.166.146
so.docs.qq.com	61.129.7.26
so.exmail.qq.com	14.17.42.118, 59.37.96.29
so.fm.qq.com	101.226.76.191
so.ke.qq.com	14.17.41.213
so.jy.qq.com	61.151.168.204
so.m.qq.com	101.227.131.64
so.mail.qq.com	14.17.19.106
so.lady.qq.com	180.163.26.39
so.mp.qq.com	183.57.48.90
so.photo.qq.com	14.18.245.169
so.sms.qq.com	61.151.168.204
so.v.qq.com	163.177.68.142
so.z.qq.com	61.151.168.204
sql.114.qq.com	183.3.225.108
sql.3g.qq.com	61.151.168.204
sql.act.qq.com	101.226.211.171
sql.4g.qq.com	61.151.168.204
so.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
sql.b.qq.com	183.61.38.179
sql.bz.qq.com	61.151.166.139, 61.151.166.146
sql.docs.qq.com	61.129.7.26
sql.exmail.qq.com	14.17.42.118, 59.37.96.29
sql.fm.qq.com	101.226.76.191
sql.ke.qq.com	14.17.41.213
sql.jy.qq.com	61.151.168.204
sql.mail.qq.com	14.17.19.106
sql.lady.qq.com	180.163.26.39
sql.m.qq.com	101.227.131.64
sql.photo.qq.com	14.18.245.169
sql.z.qq.com	61.151.168.204
ssh.114.qq.com	183.3.225.108
ssh.4g.qq.com	61.151.168.204
ssh.3g.qq.com	61.151.168.204
ssh.act.qq.com	101.226.211.171
ssh.b.qq.com	183.61.38.179
sql.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
ssh.bz.qq.com	61.151.166.139, 61.151.166.146
ssh.docs.qq.com	61.129.7.26
ssh.exmail.qq.com	14.17.42.118, 59.37.96.29
ssh.fm.qq.com	101.226.76.191
ssh.ke.qq.com	14.17.41.213
ssh.lady.qq.com	180.163.26.39
ssh.m.qq.com	101.227.131.64
ssh.jy.qq.com	61.151.168.204
ssh.mail.qq.com	14.17.19.106
ssh.photo.qq.com	14.18.245.169
sslvpn.3g.qq.com	61.151.168.204
ssh.z.qq.com	61.151.168.204
sslvpn.4g.qq.com	61.151.168.204
sslvpn.act.qq.com	101.226.211.171
sslvpn.114.qq.com	183.3.225.108
sslvpn.b.qq.com	183.61.38.179
ssh.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
sslvpn.bz.qq.com	61.151.166.139, 61.151.166.146
sslvpn.docs.qq.com	61.129.7.26
sslvpn.exmail.qq.com	14.17.42.118, 59.37.96.29
sslvpn.fm.qq.com	101.226.76.191
sslvpn.ke.qq.com	14.17.41.213
sslvpn.mail.qq.com	14.17.19.106
sslvpn.jy.qq.com	61.151.168.204
sslvpn.lady.qq.com	180.163.26.39
sslvpn.m.qq.com	101.227.131.64
sslvpn.photo.qq.com	14.18.245.169
sso.114.qq.com	183.3.225.108
sslvpn.z.qq.com	61.151.168.204
sso.3g.qq.com	61.151.168.204
sso.4g.qq.com	61.151.168.204
sso.b.qq.com	183.61.38.179
sso.act.qq.com	101.226.211.171
sslvpn.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
sso.bz.qq.com	61.151.166.139, 61.151.166.146
sso.docs.qq.com	61.129.7.26
sso.e.qq.com	180.163.21.173
sso.exmail.qq.com	14.17.42.118, 59.37.96.29
sso.fm.qq.com	101.226.76.191
sso.ke.qq.com	14.17.41.213
sso.m.qq.com	101.227.131.64
sso.lady.qq.com	180.163.26.39
sso.jy.qq.com	61.151.168.204
sso.mail.qq.com	14.17.19.106
sso.photo.qq.com	14.18.245.169
sso.te.qq.com	134.175.254.168
sso.z.qq.com	61.151.168.204
staff.114.qq.com	183.3.225.108
sso.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
staff.3g.qq.com	61.151.168.204
staff.4g.qq.com	61.151.168.204
staff.act.qq.com	101.226.211.171
staff.b.qq.com	183.61.38.179
staff.bz.qq.com	61.151.166.139, 61.151.166.146
staff.docs.qq.com	61.129.7.26
staff.exmail.qq.com	14.17.42.118, 59.37.96.29
staff.fm.qq.com	101.226.76.191
staff.ke.qq.com	14.17.41.213
staff.jy.qq.com	61.151.168.204
staff.lady.qq.com	180.163.26.39
staff.mail.qq.com	14.17.19.106
staff.m.qq.com	101.227.131.64
staff.photo.qq.com	14.18.245.169
staff.z.qq.com	61.151.168.204
stat.114.qq.com	183.3.225.108
stat.app.qq.com	101.227.131.64
stat.act.qq.com	101.226.211.171
stat.4g.qq.com	61.151.168.204
stat.3g.qq.com	183.60.2.116
stat.b.qq.com	183.61.38.179
stat.bz.qq.com	61.151.166.139, 61.151.166.146
stat.c.qq.com	101.227.131.64
staff.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
stat.docs.qq.com	61.129.7.26
stat.exmail.qq.com	14.17.42.118, 59.37.96.29
stat.fm.qq.com	101.226.76.191
stat.ke.qq.com	14.17.41.213
stat.lady.qq.com	180.163.26.39
stat.jy.qq.com	61.151.168.204
stat.mail.qq.com	14.17.19.106
stat.m.qq.com	101.227.131.64
stat.music.qq.com	58.251.116.109
stat.map.qq.com	61.151.168.204
stat.photo.qq.com	14.18.245.169
stat.qt.qq.com	101.226.233.192
stat.y.qq.com	183.3.225.60
stat.z.qq.com	61.151.168.204
stat.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
static.114.qq.com	183.3.226.29
static.act.qq.com	101.226.211.171
static.4g.qq.com	61.151.168.204
static.b.qq.com	101.226.211.225
static.3g.qq.com	61.151.168.204
static.campus.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
static.bz.qq.com	61.151.166.139, 61.151.166.146
static.docs.qq.com	61.129.7.26
static.exmail.qq.com	14.17.42.118, 59.37.96.29
static.fm.qq.com	101.226.76.191
static.ke.qq.com	14.17.41.213
static.lady.qq.com	180.163.26.39
static.m.qq.com	101.227.131.64
static.jy.qq.com	61.151.168.204
static.mail.qq.com	14.17.19.106
static.mp.qq.com	101.226.76.235
static.om.qq.com	115.231.191.148, 115.231.229.109, 115.231.229.52, 122.225.36.49, 122.225.36.51, 122.228.0.167, 122.228.0.168, 122.228.0.169, 122.228.0.170, 122.246.6.207, 122.246.6.248
static.reader.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
static.sports.qq.com	115.231.191.148, 115.231.229.109, 115.231.229.52, 122.225.36.49, 122.225.36.51, 122.228.0.167, 122.228.0.168, 122.228.0.169, 122.228.0.170, 122.246.6.207, 122.246.6.248
static.res.qq.com	115.231.37.204, 115.231.37.249
static.video.qq.com	14.17.41.220
static.z.qq.com	61.151.168.204
stats.114.qq.com	183.3.225.108
stats.4g.qq.com	61.151.168.204
stats.3g.qq.com	61.151.168.204
stats.act.qq.com	101.226.211.171
stats.b.qq.com	183.61.38.179
stats.bz.qq.com	61.151.166.139, 61.151.166.146
static.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
stats.docs.qq.com	61.129.7.26
stats.exmail.qq.com	14.17.42.118, 59.37.96.29
stats.fm.qq.com	101.226.76.191
stats.ke.qq.com	14.17.41.213
stats.jy.qq.com	61.151.168.204
stats.m.qq.com	101.227.131.64
stats.lady.qq.com	180.163.26.39
stats.mail.qq.com	14.17.19.106
stats.photo.qq.com	14.18.245.169
stats.sports.qq.com	123.151.26.108
stats.z.qq.com	61.151.168.204
stats.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
status.114.qq.com	183.3.225.108
status.4g.qq.com	61.151.168.204
status.3g.qq.com	61.151.168.204
status.act.qq.com	101.226.211.171
status.b.qq.com	183.61.38.179
status.bz.qq.com	61.151.166.139, 61.151.166.146
status.docs.qq.com	61.129.7.26
status.exmail.qq.com	14.17.42.118, 59.37.96.29
status.fm.qq.com	101.226.76.191
status.ke.qq.com	14.17.41.213
status.jy.qq.com	61.151.168.204
status.mail.qq.com	14.17.19.106
status.m.qq.com	101.227.131.64
status.lady.qq.com	180.163.26.39
status.photo.qq.com	14.18.245.169
status.z.qq.com	61.151.168.204
stmp.4g.qq.com	61.151.168.204
stmp.114.qq.com	183.3.225.108
stmp.3g.qq.com	61.151.168.204
stmp.act.qq.com	101.226.211.171
stmp.b.qq.com	183.61.38.179
status.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
stmp.bz.qq.com	61.151.166.139, 61.151.166.146
stmp.docs.qq.com	61.129.7.26
stmp.exmail.qq.com	14.17.42.118, 59.37.96.29
stmp.fm.qq.com	101.226.76.191
stmp.jy.qq.com	61.151.168.204
stmp.ke.qq.com	14.17.41.213
stmp.m.qq.com	101.227.131.64
stmp.lady.qq.com	180.163.26.39
stmp.mail.qq.com	14.17.19.106
stmp.photo.qq.com	14.18.245.169
survey.114.qq.com	183.3.225.108
survey.4g.qq.com	61.151.168.204
stmp.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
survey.act.qq.com	101.226.211.171
stmp.z.qq.com	61.151.168.204
survey.3g.qq.com	61.151.168.204
survey.b.qq.com	183.61.38.179
survey.bz.qq.com	61.151.166.139, 61.151.166.146
survey.docs.qq.com	61.129.7.26
survey.exmail.qq.com	14.17.42.118, 59.37.96.29
survey.fm.qq.com	101.226.76.191
survey.ke.qq.com	14.17.41.213
survey.lady.qq.com	180.163.26.39
survey.jy.qq.com	61.151.168.204
survey.m.qq.com	101.227.131.64
survey.mail.qq.com	14.17.19.106
survey.photo.qq.com	14.18.245.169
svn.114.qq.com	183.3.225.108
svn.3g.qq.com	61.151.168.204
survey.z.qq.com	61.151.168.204
svn.4g.qq.com	61.151.168.204
svn.act.qq.com	101.226.211.171
svn.b.qq.com	183.61.38.179
survey.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
svn.bz.qq.com	61.151.166.139, 61.151.166.146
svn.docs.qq.com	61.129.7.26
svn.exmail.qq.com	14.17.42.118, 59.37.96.29
svn.fm.qq.com	101.226.76.191
svn.jy.qq.com	61.151.168.204
svn.ke.qq.com	14.17.41.213
svn.lady.qq.com	180.163.26.39
svn.m.qq.com	101.227.131.64
svn.mail.qq.com	14.17.19.106
svn.photo.qq.com	14.18.245.169
svn.z.qq.com	61.151.168.204
sys.3g.qq.com	61.151.168.204
sys.114.qq.com	183.3.225.108
sys.4g.qq.com	61.151.168.204
sys.act.qq.com	101.226.211.171
sys.b.qq.com	183.61.38.179
svn.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
sys.bz.qq.com	61.151.166.139, 61.151.166.146
sys.docs.qq.com	61.129.7.26
sys.exmail.qq.com	14.17.42.118, 59.37.96.29
sys.fm.qq.com	101.226.76.191
sys.ke.qq.com	14.17.41.213
sys.jy.qq.com	61.151.168.204
sys.m.qq.com	101.227.131.64
sys.lady.qq.com	180.163.26.39
sys.mail.qq.com	14.17.19.106
sys.photo.qq.com	14.18.245.169
sys.z.qq.com	61.151.168.204
system.3g.qq.com	61.151.168.204
sys.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
system.4g.qq.com	61.151.168.204
system.114.qq.com	183.3.225.108
system.act.qq.com	101.226.211.171
system.b.qq.com	183.61.38.179
system.bz.qq.com	61.151.166.139, 61.151.166.146
system.docs.qq.com	61.129.7.26
system.exmail.qq.com	14.17.42.118, 59.37.96.29
system.fm.qq.com	101.226.76.191
system.ke.qq.com	14.17.41.213
system.jy.qq.com	61.151.168.204
system.mail.qq.com	14.17.19.106
system.lady.qq.com	180.163.26.39
system.m.qq.com	101.227.131.64
system.photo.qq.com	14.18.245.169
system.z.qq.com	61.151.168.204
t.114.qq.com	183.3.225.108
t.3g.qq.com	123.151.190.184
t.4g.qq.com	61.151.168.204
t.acc.qq.com	183.3.235.247
system.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
t.b.qq.com	183.61.38.179
t.bm.qq.com	123.206.40.39
t.bz.qq.com	61.151.166.139, 61.151.166.146
t.dc.qq.com	14.17.44.171
t.docs.qq.com	61.129.7.26
t.exmail.qq.com	14.17.42.118, 59.37.96.29
t.fm.qq.com	101.226.76.191
t.hk.qq.com	203.205.140.114, 203.205.140.29
t.ke.qq.com	14.17.41.213
t.l.qq.com	180.163.25.110
t.jy.qq.com	61.151.168.204
t.lady.qq.com	180.163.26.39
t.m.qq.com	101.227.131.64
t.mail.qq.com	14.17.19.106
t.photo.qq.com	14.18.245.169
t.news.qq.com	61.151.166.139, 61.151.166.146
t.reg.qq.com	59.37.116.109
t.sports.qq.com	111.161.111.30
t.sj.qq.com	101.226.76.232
t.ssp.qq.com	183.3.233.193
t.wap.qq.com	123.151.190.184
t.z.qq.com	61.151.168.204
t.xy.qq.com	180.163.25.25
test.act.qq.com	101.226.211.171
test.114.qq.com	183.3.225.108
test.athena.qq.com	111.230.190.226
test.3g.qq.com	61.151.168.204
test.4g.qq.com	61.151.168.204
test.aq.qq.com	14.17.41.220
test.888.qq.com	101.226.233.173
test.bao.qq.com	101.226.233.187
test.bt.qq.com	180.163.21.79
test.city.qq.com	101.226.211.118
t.zg.qq.com	122.228.0.141, 180.153.105.159, 180.153.105.195, 180.153.93.22, 180.153.93.33
test.bz.qq.com	61.151.166.139, 61.151.166.146
test.class.qq.com	183.3.235.229
test.dc.qq.com	14.215.138.55
test.docs.qq.com	61.129.7.26
test.e.qq.com	14.215.140.47
test.film.qq.com	14.215.158.30
test.exmail.qq.com	14.17.42.118, 59.37.96.29
test.fm.qq.com	101.226.76.191
test.gongyi.qq.com	183.3.239.185, 183.3.240.211, 183.3.240.218
test.guid.qq.com	14.18.245.166
test.hg.qq.com	101.226.103.123
test.jy.qq.com	61.151.168.204
test.kg.qq.com	61.151.207.13
test.ke.qq.com	14.17.41.213
test.lady.qq.com	180.163.26.39
test.life.qq.com	183.3.235.92
test.m.qq.com	101.227.131.64
test.next.qq.com	101.226.76.203
test.nba.qq.com	61.151.168.247
test.now.qq.com	101.226.76.179
test.pg.qq.com	101.89.0.141
test.photo.qq.com	14.18.245.169
test.quan.qq.com	101.226.76.179
test.speed.qq.com	183.61.46.235
test.ssp.qq.com	183.3.235.212
test.sy.qq.com	14.17.52.198
test.tim.qq.com	59.37.96.173
test.tu.qq.com	180.163.21.37
test.tourism.qq.com	113.96.208.71
test.ty.qq.com	180.163.26.86
test.z.qq.com	61.151.168.204
test2.3g.qq.com	61.151.168.204
test.zf.qq.com	61.151.186.111
test2.114.qq.com	183.3.225.108
test2.4g.qq.com	61.151.168.204
test2.act.qq.com	101.226.211.171
test2.b.qq.com	183.61.38.179
